Location (Kuala Lumpur),Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Property Details,Size Type,Size Number (sq. ft.),Price Range
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
kepong,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1074.0,Medium
cheras,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1207.0,Medium
keramat,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
pantai,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1039.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1450.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1023.0,Medium
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,730.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1363.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1023.0,Medium
jalan ipoh,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,840.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1180.0,Medium
taman desa,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1200.0,Medium
dutamas,4,3.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1476.0,Medium
keramat,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
dutamas,4,3.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1476.0,Medium
jalan kuching,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1210.0,Medium
taman desa,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1250.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1081.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1081.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1450.0,Medium
kepong,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1074.0,Medium
keramat,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1046.0,Medium
sentul,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1630.0,Medium
sentul,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1630.0,Medium
jalan ipoh,2,1.0,2.0,Condominium,Fully Furnished,Intermediate,Land area,698.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1023.0,Medium
taman desa,2,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1020.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1023.0,Medium
sungai besi,4,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1109.0,Medium
sungai besi,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1109.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1003.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1044.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1139.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1003.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1060.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1341.0,Medium
cheras,3,2.0,2.0,Condominium,Unknown,Intermediate,Built-up,1050.0,Medium
cheras,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1050.0,Medium
setapak,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,999.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1216.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1081.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1050.0,Medium
dutamas,4,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1473.0,Medium
dutamas,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1326.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
kepong,3,2.0,2.0,Condominium,Partly Furnished,EndLot,Built-up,960.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1090.0,Medium
jalan klang lama (old klang road),4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1341.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Corner,Land area,1003.0,Medium
kepong,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1074.0,Medium
sri petaling,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1386.0,Medium
cheras,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,900.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1018.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1003.0,Medium
kuchai lama,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1313.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1000.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,990.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,908.0,Medium
sri petaling,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1451.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,990.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1044.0,Medium
kepong,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1100.0,Medium
bukit jalil,4,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1200.0,Medium
setapak,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
sungai besi,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1139.0,Medium
setapak,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
jalan klang lama (old klang road),2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,730.0,Medium
taman desa,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,935.0,Medium
taman desa,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1210.0,Medium
bukit jalil,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1404.0,Medium
dutamas,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1100.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1450.0,Medium
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1074.0,Medium
sentul,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1062.0,Medium
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1030.0,Medium
dutamas,3,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1495.0,Medium
wangsa maju,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1267.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
dutamas,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1050.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
kepong,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1074.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,908.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1438.0,Medium
dutamas,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1100.0,Medium
bukit jalil,5,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1252.0,Medium
segambut,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1400.0,Medium
setapak,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1000.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1152.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1000.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
setapak,4,2.0,3.0,Condominium,Partly Furnished,Intermediate,Built-up,1333.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Corner,Land area,1000.0,Medium
kl city,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1073.0,Medium
jalan klang lama (old klang road),3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1212.0,Medium
wangsa maju,3,3.0,2.0,Condominium,Partly Furnished,Corner,Land area,1267.0,Medium
dutamas,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1100.0,Medium
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1100.0,Medium
bandar menjalara,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1076.0,Medium
sungai besi,3,2.0,3.0,Condominium,Fully Furnished,Intermediate,Built-up,1078.0,Medium
bukit jalil,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1080.0,Medium
dutamas,3,3.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1506.0,Medium
jalan kuching,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1320.0,Medium
sungai besi,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1047.0,Medium
dutamas,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1100.0,Medium
setapak,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
kuchai lama,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1313.0,Medium
kl city,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1105.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1100.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1081.0,Medium
taman desa,4,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1250.0,Medium
kepong,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1030.0,Medium
jalan kuching,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1260.0,Medium
dutamas,3,3.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1474.0,Medium
cheras,4,2.0,1.0,Condominium,Partly Furnished,EndLot,Built-up,1364.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1383.0,Medium
bukit jalil,4,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1231.0,Medium
jalan kuching,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1320.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Medium
brickfields,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,959.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,1050.0,Medium
kuchai lama,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1440.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Medium
setapak,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1230.0,Medium
setapak,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1400.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1152.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1450.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,908.0,Medium
bukit jalil,4,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1080.0,Medium
jalan kuching,2,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1020.0,Medium
taman desa,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1337.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1003.0,Medium
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Unfurnished,Corner,Built-up,1350.0,Medium
sentul,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1081.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1081.0,Medium
dutamas,3,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1495.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
dutamas,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1460.0,Medium
kl city,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1105.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1180.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
sungai besi,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1103.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1003.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1003.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1050.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1073.0,Medium
cheras,5,4.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,2135.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
kl city,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,860.0,Medium
bangsar,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,600.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Land area,935.0,Medium
bukit jalil,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1260.0,Medium
jalan klang lama (old klang road),3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1257.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
bukit jalil,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1224.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1378.0,Medium
setapak,5,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
jalan ipoh,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1082.0,Medium
bukit jalil,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1000.0,Medium
sentul,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1091.0,Medium
ampang,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1500.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,908.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1081.0,Medium
bukit jalil,4,2.0,3.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
wangsa maju,4,3.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1250.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
setapak,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1313.0,Medium
taman desa,2,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,935.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1152.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1082.0,Medium
sentul,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1081.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1003.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1197.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1313.0,Medium
cheras,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1300.0,Medium
cheras,2,1.0,1.0,Condominium,Partly Furnished,Intermediate,Land area,930.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1074.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1394.0,Medium
jalan kuching,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1295.0,Medium
jalan klang lama (old klang road),2,1.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,730.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1450.0,Medium
jalan kuching,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1050.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1081.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1018.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1018.0,Medium
kuchai lama,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1120.0,Medium
dutamas,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1432.0,Medium
taman desa,2,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,988.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1333.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1203.0,Medium
setapak,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1203.0,Medium
bangsar,2,1.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,630.0,Medium
sri petaling,4,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1417.0,Medium
bukit jalil,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1001.0,Medium
setapak,4,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1272.0,Medium
cheras,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1364.0,Medium
sentul,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Land area,1062.0,Medium
sentul,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1230.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
jalan klang lama (old klang road),4,3.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1385.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1023.0,Medium
bukit jalil,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1260.0,Medium
dutamas,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1100.0,Medium
jalan kuching,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1200.0,Medium
bukit jalil,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1260.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1003.0,Medium
dutamas,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1326.0,Medium
wangsa maju,4,3.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1267.0,Medium
segambut,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1205.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1180.0,Medium
cheras,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1066.0,Medium
sungai besi,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1099.0,Medium
seputeh,3,2.0,1.0,Condominium,Partly Furnished,Corner,Land area,1110.0,Medium
jalan ipoh,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1011.0,Medium
dutamas,3,2.0,2.0,Condominium,Fully Furnished,Corner,Built-up,1100.0,Medium
sungai besi,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1202.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1011.0,Medium
bandar menjalara,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1076.0,Medium
dutamas,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1100.0,Medium
kl city,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1105.0,Medium
jalan klang lama (old klang road),4,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1208.0,Medium
jalan kuching,3,2.0,1.0,Condominium,Unfurnished,Intermediate,Built-up,1210.0,Medium
setapak,5,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1473.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1003.0,Medium
wangsa maju,4,3.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1267.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1313.0,Medium
jalan kuching,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1200.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1050.0,Medium
ampang hilir,2,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,785.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1180.0,Medium
setapak,4,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1450.0,Medium
kepong,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1074.0,Medium
sungai besi,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,935.0,Medium
sentul,3,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,1080.0,Medium
bangsar,2,1.0,1.0,Condominium,Fully Furnished,Corner,Built-up,800.0,Medium
jalan ipoh,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,978.0,Medium
jalan ipoh,3,2.0,1.0,Condominium,Partly Furnished,Intermediate,Built-up,1270.0,Medium
sungai besi,3,2.0,1.0,Condominium,Partly Furnished,Corner,Built-up,1044.0,Medium
dutamas,3,2.0,2.0,Condominium,Unfurnished,Intermediate,Built-up,1106.0,Medium
kepong,5,3.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1215.0,Medium
cheras,3,2.0,2.0,Condominium,Unfurnished,Corner,Built-up,1050.0,Medium
cheras,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,1044.0,Medium
setapak,3,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1100.0,Medium
dutamas,3,2.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,1170.0,Medium
taman desa,2,2.0,2.0,Condominium,Fully Furnished,Intermediate,Built-up,960.0,Medium
setapak,4,2.0,2.0,Condominium,Partly Furnished,Corner,Built-up,1450.0,Medium
bukit jalil,3,3.0,2.0,Condominium,Unfurnished,Corner,Built-up,1003.0,Medium
bandar menjalara,3,2.0,1.0,Condominium,Fully Furnished,Corner,Built-up,1074.0,Medium
kuchai lama,3,2.0,2.0,Condominium,Partly Furnished,Intermediate,Built-up,936.0,Medium
bangsar,2,1.0,1.0,Condominium,Fully Furnished,Intermediate,Built-up,600.0,Medium
